instance_id,family,grid,config,B,L,m,n,k,overlay_MW,gen_seed,candidate_buses,benefit_magnitude,budget_lo,budget_hi,budget_cap,budget_used_at_opt,optimum_value,optimum_source,mip_time_ms,trivial,saturated,n_sited_at_opt,total_levels_at_opt,levels_at_opt,frac_neg_c,cert_greedy1_rate,cert_status
IEEE-14_core_b5l9_013,grid,IEEE-14,core_b5l9,5,9,45,6,2,0,559722868,"[9, 10, 4, 14, 11]",20.0,0.15,0.35,24.271086505006963,23.4,-38.16095809831626,MIP,8.37254524230957,False,False,2,14,"[7, 7, 0, 0, 0]",0.7777777777777778,0.1,certified
IEEE-14_core_b5l9_014,grid,IEEE-14,core_b5l9,5,9,45,6,2,0,3208127703,"[9, 10, 4, 14, 11]",20.0,0.15,0.35,26.504843542096147,25.8,-38.778184337576654,MIP,10.222673416137695,False,False,2,15,"[8, 7, 0, 0, 0]",0.7777777777777778,0.1,certified
IEEE-14_core_b5l9_015,grid,IEEE-14,core_b5l9,5,9,45,6,2,0,3359577153,"[9, 10, 4, 14, 11]",20.0,0.15,0.35,18.038258330288556,17.0,-14.636771147984575,MIP,6.618022918701172,False,False,2,11,"[6, 0, 5, 0, 0]",0.6222222222222222,0.1,certified
IEEE-14_core_b5l9_016,grid,IEEE-14,core_b5l9,5,9,45,6,2,0,1362511355,"[9, 10, 4, 14, 11]",20.0,0.15,0.35,19.105125826839437,19.0,-15.081798591291964,MIP,10.865449905395508,False,False,2,12,"[6, 0, 6, 0, 0]",0.6222222222222222,0.1,certified
IEEE-14_core_b5l9_017,grid,IEEE-14,core_b5l9,5,9,45,6,2,0,640775533,"[9, 10, 4, 14, 11]",20.0,0.15,0.35,26.355882691633145,19.0,-16.20691913568679,MIP,3.292560577392578,False,False,2,12,"[6, 6, 0, 0, 0]",0.4888888888888889,0.1,certified
IEEE-14_core_b5l9_018,grid,IEEE-14,core_b5l9,5,9,45,6,2,0,3062786300,"[9, 10, 4, 14, 11]",20.0,0.15,0.35,16.586426292178817,14.999999999999998,-14.281879822861463,MIP,9.644508361816406,False,False,2,10,"[5, 0, 5, 0, 0]",0.6222222222222222,0.1,certified
IEEE-14_core_b5l9_019,grid,IEEE-14,core_b5l9,5,9,45,6,2,0,3247003754,"[9, 10, 4, 14, 11]",20.0,0.15,0.35,19.185147518287252,0.0,0.0,MIP,1.287698745727539,True,False,0,0,"[0, 0, 0, 0, 0]",0.0,0.1,certified
IEEE-14_core_b4l10_000,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,1914174695,"[9, 10, 4, 14]",20.0,0.15,0.35,14.359872157688825,2.7,-1.2482096159673952,MIP,1.8334388732910156,False,False,1,2,"[0, 0, 0, 2]",0.15,0.15,certified
IEEE-14_core_b4l10_001,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,84986993,"[9, 10, 4, 14]",20.0,0.15,0.35,13.737579078128949,2.7,-0.43141692395012443,MIP,1.3012886047363281,False,False,1,2,"[0, 0, 0, 2]",0.05,0.15,certified
IEEE-14_core_b4l10_002,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,2618924491,"[9, 10, 4, 14]",20.0,0.15,0.35,18.412521943876012,5.699999999999999,-5.3066225817157555,MIP,1.560211181640625,False,False,1,4,"[0, 0, 4, 0]",0.2,0.15,certified
IEEE-14_core_b4l10_003,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,3944656221,"[9, 10, 4, 14]",20.0,0.15,0.35,26.137287398995003,19.0,-12.49464659130168,MIP,3.430604934692383,False,False,2,12,"[6, 0, 6, 0]",0.575,0.15,certified
IEEE-14_core_b4l10_004,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,1970944254,"[9, 10, 4, 14]",20.0,0.15,0.35,26.755679733683706,2.7,-1.2482096159673952,MIP,1.6193389892578125,False,False,1,2,"[0, 0, 0, 2]",0.15,0.15,certified
IEEE-14_core_b4l10_005,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,41748584,"[9, 10, 4, 14]",20.0,0.15,0.35,14.15890361567158,13.2,-11.986552133566274,MIP,4.696846008300781,False,False,2,9,"[5, 0, 4, 0]",0.575,0.15,certified
IEEE-14_core_b4l10_006,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,2608093650,"[9, 10, 4, 14]",20.0,0.15,0.35,16.11784938278108,14.999999999999998,-30.078242069632097,MIP,5.195856094360352,False,False,2,10,"[5, 5, 0, 0]",0.725,0.15,certified
IEEE-14_core_b4l10_007,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,3966986564,"[9, 10, 4, 14]",20.0,0.15,0.35,24.154601304519637,0.0,0.0,MIP,0.8478164672851562,True,False,0,0,"[0, 0, 0, 0]",0.0,0.15,certified
IEEE-14_core_b4l10_008,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,2093774037,"[9, 10, 4, 14]",20.0,0.15,0.35,18.237106107507614,0.0,0.0,MIP,0.8871555328369141,True,False,0,0,"[0, 0, 0, 0]",0.0,0.15,certified
IEEE-14_core_b4l10_009,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,197870659,"[9, 10, 4, 14]",20.0,0.15,0.35,17.156609990305228,17.0,-12.465723994296532,MIP,5.761384963989258,False,False,2,11,"[6, 0, 5, 0]",0.575,0.15,certified
IEEE-14_core_b4l10_010,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,3554446919,"[9, 10, 4, 14]",20.0,0.15,0.35,21.77044037740515,19.0,-12.779163821043692,MIP,3.307819366455078,False,False,2,12,"[6, 0, 6, 0]",0.575,0.15,certified
IEEE-14_core_b4l10_011,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,2765864657,"[9, 10, 4, 14]",20.0,0.15,0.35,24.362511003856735,19.0,-13.421481853086284,MIP,3.3118724822998047,False,False,2,12,"[6, 0, 6, 0]",0.575,0.15,certified
IEEE-14_core_b4l10_012,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,1037234027,"[9, 10, 4, 14]",20.0,0.15,0.35,23.495299124024758,7.499999999999999,-7.551841619230585,MIP,2.1147727966308594,False,False,1,5,"[0, 0, 5, 0]",0.35,0.15,certified
IEEE-14_core_b4l10_013,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,1255530493,"[9, 10, 4, 14]",20.0,0.15,0.35,24.34548775254265,19.0,-12.49464659130168,MIP,3.992319107055664,False,False,2,12,"[6, 0, 6, 0]",0.575,0.15,certified
IEEE-14_core_b4l10_014,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,3568388702,"[9, 10, 4, 14]",20.0,0.15,0.35,14.519381392385139,13.2,-28.350692939680194,MIP,5.456209182739258,False,False,2,9,"[5, 4, 0, 0]",0.725,0.15,certified
IEEE-14_core_b4l10_015,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,2746645192,"[9, 10, 4, 14]",20.0,0.15,0.35,23.62254577054987,4.1,-2.4154514426821585,MIP,2.7234554290771484,False,False,1,3,"[0, 0, 0, 3]",0.3,0.15,certified
IEEE-14_core_b4l10_016,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,985607026,"[9, 10, 4, 14]",20.0,0.15,0.35,27.054284716895303,5.699999999999999,-5.3066225817157555,MIP,2.8905868530273438,False,False,1,4,"[0, 0, 4, 0]",0.2,0.15,certified
IEEE-14_core_b4l10_017,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,1303911396,"[9, 10, 4, 14]",20.0,0.15,0.35,24.191808575432567,5.699999999999999,-5.3066225817157555,MIP,2.2711753845214844,False,False,1,4,"[0, 0, 4, 0]",0.2,0.15,certified
IEEE-14_core_b4l10_018,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,3708225141,"[9, 10, 4, 14]",20.0,0.15,0.35,16.06559175661911,7.499999999999999,-7.551841619230585,MIP,1.5802383422851562,False,False,1,5,"[0, 0, 5, 0]",0.35,0.15,certified
IEEE-14_core_b4l10_019,grid,IEEE-14,core_b4l10,4,10,40,6,2,0,2852140771,"[9, 10, 4, 14]",20.0,0.15,0.35,19.91855520650292,19.0,-32.722383888203645,MIP,4.425048828125,False,False,2,12,"[6, 6, 0, 0]",0.725,0.15,certified
IEEE-30_v30_core_b5l9_000,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,113423149,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,24.43695665200105,7.499999999999999,-9.274977316582067,MIP,2.111196517944336,False,False,1,5,"[5, 0, 0, 0, 0]",0.1111111111111111,0.25,certified
IEEE-30_v30_core_b5l9_001,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,1908769723,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,27.4290152117219,15.0,-11.222413584011,MIP,8.993148803710938,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_002,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,3905737217,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,28.498611501875054,15.0,-8.617337181390432,MIP,9.485006332397461,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_003,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,2680939159,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,13.297053386215387,13.2,-11.04662870997317,MIP,8.32056999206543,False,False,2,9,"[5, 4, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_004,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,28276532,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,17.84947787638269,15.0,-8.617337181390432,MIP,10.27989387512207,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_005,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,1990739874,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,12.536336691814501,0.0,0.0,MIP,0.9248256683349609,True,False,0,0,"[0, 0, 0, 0, 0]",0.0,0.25,certified
IEEE-30_v30_core_b5l9_006,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,4020311576,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,22.303023887513636,7.499999999999999,-9.274977316582067,MIP,1.5444755554199219,False,False,1,5,"[5, 0, 0, 0, 0]",0.1111111111111111,0.25,certified
IEEE-30_v30_core_b5l9_007,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,2561025678,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,28.064749767508285,15.0,-8.617337181390432,MIP,9.400367736816406,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_008,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,135871263,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,22.086487307876872,7.499999999999999,-9.274977316582067,MIP,1.5437602996826172,False,False,1,5,"[5, 0, 0, 0, 0]",0.1111111111111111,0.25,certified
IEEE-30_v30_core_b5l9_009,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,2132675465,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,23.755214581576137,15.0,-11.222413584011,MIP,8.604764938354492,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_010,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,2820239526,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,18.349700909675928,15.0,-11.222413584011,MIP,9.343147277832031,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_011,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,3743301680,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,14.908976007021261,7.499999999999999,-9.274977316582067,MIP,1.531362533569336,False,False,1,5,"[5, 0, 0, 0, 0]",0.1111111111111111,0.25,certified
IEEE-30_v30_core_b5l9_012,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,1175916938,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,22.717697455536417,15.0,-11.222413584011,MIP,8.251667022705078,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_013,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,823140636,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,27.567797605724863,15.0,-11.222413584011,MIP,8.627176284790039,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_014,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,2943661247,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,26.849342150617918,15.0,-11.222413584011,MIP,8.311748504638672,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_015,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,3631449129,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,24.597757160672625,15.0,-11.222413584011,MIP,8.144378662109375,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_016,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,1098569107,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,16.326718588271053,15.0,-8.617337181390432,MIP,11.615514755249023,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_017,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,914220293,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,26.1262551262975,15.0,-11.222413584011,MIP,8.625984191894531,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_018,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,2797795476,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,27.597180621491024,15.0,-11.222413584011,MIP,8.236169815063477,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b5l9_019,grid,IEEE-30,v30_core_b5l9,5,9,45,6,2,0,3519399938,"[8, 28, 29, 27, 30]",20.0,0.15,0.35,25.072232425692896,15.0,-11.222413584011,MIP,8.484601974487305,False,False,2,10,"[5, 5, 0, 0, 0]",0.5555555555555556,0.25,certified
IEEE-30_v30_core_b4l10_000,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,3592239227,"[8, 28, 29, 27]",20.0,0.15,0.35,17.905490951048755,14.999999999999998,-9.529155777470962,MIP,3.930807113647461,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_001,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,2702837997,"[8, 28, 29, 27]",20.0,0.15,0.35,19.174660757452756,14.999999999999998,-7.0929238200428,MIP,4.418611526489258,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_002,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,940792151,"[8, 28, 29, 27]",20.0,0.15,0.35,19.95807607144953,14.999999999999998,-9.529155777470962,MIP,4.344463348388672,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_003,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,1326737857,"[8, 28, 29, 27]",20.0,0.15,0.35,21.83370398214032,14.999999999999998,-9.529155777470962,MIP,3.980875015258789,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_004,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,3513842786,"[8, 28, 29, 27]",20.0,0.15,0.35,18.132575635861215,7.499999999999999,-8.371691025489064,MIP,2.414226531982422,False,False,1,5,"[5, 0, 0, 0]",0.125,0.25,certified
IEEE-30_v30_core_b4l10_005,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,2792869108,"[8, 28, 29, 27]",20.0,0.15,0.35,26.95070312695741,14.999999999999998,-9.529155777470962,MIP,3.8957595825195312,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_006,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,1065262414,"[8, 28, 29, 27]",20.0,0.15,0.35,26.52485613469158,14.999999999999998,-9.529155777470962,MIP,3.500223159790039,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_007,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,1215933912,"[8, 28, 29, 27]",20.0,0.15,0.35,22.5499011782836,14.999999999999998,-9.529155777470962,MIP,3.778696060180664,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_008,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,3636899913,"[8, 28, 29, 27]",20.0,0.15,0.35,20.7767306371322,0.0,0.0,MIP,0.8509159088134766,True,False,0,0,"[0, 0, 0, 0]",0.0,0.25,certified
IEEE-30_v30_core_b4l10_009,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,2948694239,"[8, 28, 29, 27]",20.0,0.15,0.35,19.47951414569729,14.999999999999998,-7.0929238200428,MIP,3.9644241333007812,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_010,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,717315052,"[8, 28, 29, 27]",20.0,0.15,0.35,27.17833888166353,7.499999999999999,-8.371691025489064,MIP,1.4486312866210938,False,False,1,5,"[5, 0, 0, 0]",0.125,0.25,certified
IEEE-30_v30_core_b4l10_011,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,1573284730,"[8, 28, 29, 27]",20.0,0.15,0.35,23.074607246048885,14.999999999999998,-9.529155777470962,MIP,3.8585662841796875,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_012,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,3301915328,"[8, 28, 29, 27]",20.0,0.15,0.35,22.024635411034616,14.999999999999998,-9.529155777470962,MIP,3.739595413208008,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_013,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,3016231510,"[8, 28, 29, 27]",20.0,0.15,0.35,27.07539755996504,14.999999999999998,-9.529155777470962,MIP,3.6165714263916016,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_014,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,766287861,"[8, 28, 29, 27]",20.0,0.15,0.35,20.015179069255524,0.0,0.0,MIP,0.8687973022460938,True,False,0,0,"[0, 0, 0, 0]",0.0,0.25,certified
IEEE-30_v30_core_b4l10_015,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,1521200995,"[8, 28, 29, 27]",20.0,0.15,0.35,20.420039477921154,14.999999999999998,-9.529155777470962,MIP,3.562450408935547,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_016,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,3282239193,"[8, 28, 29, 27]",20.0,0.15,0.35,13.519645629036349,13.2,-9.459761472981214,MIP,3.1976699829101562,False,False,2,9,"[5, 4, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_017,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,3030765135,"[8, 28, 29, 27]",20.0,0.15,0.35,22.62915637648563,14.999999999999998,-9.529155777470962,MIP,3.468751907348633,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_018,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,605737950,"[8, 28, 29, 27]",20.0,0.15,0.35,16.06054727360521,14.999999999999998,-7.0929238200428,MIP,3.8652420043945312,False,False,2,10,"[5, 5, 0, 0]",0.45,0.25,certified
IEEE-30_v30_core_b4l10_019,grid,IEEE-30,v30_core_b4l10,4,10,40,6,2,0,1394467656,"[8, 28, 29, 27]",20.0,0.15,0.35,22.1457579652806,7.499999999999999,-8.371691025489064,MIP,1.4548301696777344,False,False,1,5,"[5, 0, 0, 0]",0.125,0.25,certified
IEEE-57_v57_core_b5l9_000,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,2041401592,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,26.140312956364774,24.200000000000003,-29.36817484116324,MIP,1.7008781433105469,False,False,2,14,"[9, 5, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_001,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,246046830,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,23.173070628021552,21.6,-29.317276050794597,MIP,1.8908977508544922,False,False,2,13,"[8, 5, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_002,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,2544054740,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,27.86376450159641,24.200000000000003,-29.36817484116324,MIP,2.031564712524414,False,False,2,14,"[9, 5, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_003,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,3768844610,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,22.116662445371087,21.6,-29.317276050794597,MIP,2.3055076599121094,False,False,2,13,"[8, 5, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_004,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,2126550241,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,28.005614121605664,24.200000000000003,-29.36817484116324,MIP,1.840353012084961,False,False,2,14,"[9, 5, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_005,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,164078711,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,15.481718703636767,15.2,-27.447085085682865,MIP,1.7788410186767578,False,False,2,10,"[6, 4, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_006,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,2429482445,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,18.634676766943254,17.4,-28.46603361684479,MIP,1.7077922821044922,False,False,2,11,"[7, 4, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_007,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,3888760155,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,24.704532216125656,24.200000000000003,-29.36817484116324,MIP,1.8084049224853516,False,False,2,14,"[9, 5, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_008,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,2004277450,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,13.997944794916922,13.6,-26.56478450035515,MIP,2.1131038665771484,False,False,2,9,"[6, 3, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_009,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,7465052,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,18.757697636171294,17.4,-28.46603361684479,MIP,1.6176700592041016,False,False,2,11,"[7, 4, 0, 0, 0]",0.6,0.05,certified
