instance_id,grid,ai_load_mw,ai_bus,base_feasible,m,total_load_mw,siting_cost,sited_buses,n_sites,total_sited_mw,eue_no_storage,eue_with_storage,eue_reduction_mw,eue_reduction_pct,secure_frac_no_storage,secure_frac_with_storage,n_secure_no,n_secure_with,n_outages,max_unserved_no,max_unserved_with,congestion_cost_no,congestion_cost_with,congestion_saving,n_islanding
IEEE-118_v118_core_b4l10_004,IEEE-118,0.0,106,True,40,4324.853337911458,-9.447001941327134,"{106: 100.0, 75: 125.0, 118: 100.0}",3,325.0,1.5855797657319228,1.585579765731923,-2.220446049250313e-16,-1.4004000916505948e-14,0.9408602150537636,0.9408602150537636,175,175,186,162.4683896014595,162.4683896014595,124.6509141708375,93.49052474733617,31.16038942350133,9
IEEE-118_v118_core_b4l10_004,IEEE-118,50.0,106,True,40,4374.853337911458,-17.323247007825643,"{106: 125.0, 75: 100.0, 107: 100.0}",3,325.0,1.6152807560905094,1.585579765731923,0.0297009903585863,1.838750956859791,0.935483870967742,0.9408602150537636,174,175,186,162.4683896014595,162.4683896014595,124.59025282473884,115.8593215857254,8.730931239013444,9
IEEE-118_v118_core_b4l10_004,IEEE-118,100.0,106,True,40,4424.853337911458,-24.115604255573064,"{106: 125.0, 75: 75.0, 107: 125.0}",3,325.0,1.884097960391584,1.585579765731923,0.2985181946596611,15.84409096210784,0.935483870967742,0.9408602150537636,174,175,186,162.4683896014595,162.4683896014595,111.0067808796739,125.39524673890264,-14.388465859228743,9
IEEE-118_v118_core_b4l10_004,IEEE-118,200.0,106,False,40,4524.853337911458,-17.529647560162104,"{106: 125.0, 75: 100.0, 107: 100.0}",3,325.0,11.620343231244815,1.7496893582410469,9.87065387300377,84.94287713002765,0.0,0.935483870967742,0,174,186,162.4683896014595,162.4683896014595,44.0042823166732,115.14286523607734,-71.13858291940414,9
IEEE-118_v118_core_b4l10_004,IEEE-118,350.0,106,False,40,4674.853337911458,-17.529647560162104,"{106: 125.0, 75: 100.0, 107: 100.0}",3,325.0,154.36227871511582,35.410665811890006,118.95161290322582,77.06002651253785,0.0,0.0,0,0,186,305.5243842066971,180.5243842066971,44.004282316658646,38.20811847086589,5.796163845792762,9
IEEE-118_v118_core_b4l10_004,IEEE-118,500.0,106,False,40,4824.853337911458,-17.529647560162104,"{106: 125.0, 75: 100.0, 107: 100.0}",3,325.0,297.1042141989868,178.15260129576097,118.9516129032258,40.03699955045318,0.0,0.0,0,0,186,455.5243842066972,330.52438420669705,44.004282316658646,38.20811847085133,5.796163845807314,9
IEEE-118_v118_core_b4l10_005,IEEE-118,0.0,106,True,40,4356.178941539066,-6.314975771785455,"{75: 125.0, 107: 50.0}",2,175.0,1.5484474494881098,1.5484474494881098,0.0,0.0,0.9408602150537636,0.9408602150537636,175,175,186,184.38467613974328,184.38467613974328,123.42611555216718,107.6639642007649,15.76215135140228,9
IEEE-118_v118_core_b4l10_005,IEEE-118,50.0,106,True,40,4406.178941539066,-17.20650166426912,"{106: 150.0, 75: 125.0, 107: 125.0}",3,400.0,1.601334222185386,1.5484474494881095,0.0528867726972763,3.302669234477504,0.935483870967742,0.9408602150537636,174,175,186,184.38467613974328,184.38467613974328,129.69047007463814,112.1862045368689,17.504265537769243,9
IEEE-118_v118_core_b4l10_005,IEEE-118,100.0,106,True,40,4456.178941539067,-24.86096495485048,"{106: 150.0, 75: 100.0, 107: 150.0}",3,400.0,1.8701514264864607,1.5484474494881095,0.3217039769983516,17.20202826584752,0.935483870967742,0.9408602150537636,174,175,186,184.38467613974328,184.38467613974328,115.62662219419144,109.25933942857228,6.367282765619166,9
IEEE-118_v118_core_b4l10_005,IEEE-118,200.0,106,False,40,4556.178941539067,-18.129802705061408,"{106: 150.0, 75: 125.0, 107: 125.0}",3,400.0,15.687094388949117,1.601334222185386,14.08576016676373,89.79202787666365,0.0,0.935483870967742,0,174,186,184.38467613974328,184.38467613974328,54.381325237307465,112.65194951588636,-58.27062427857891,9
IEEE-118_v118_core_b4l10_005,IEEE-118,350.0,106,False,40,4706.178941539067,-18.129802705061408,"{106: 150.0, 75: 125.0, 107: 125.0}",3,400.0,158.42902987282008,15.687094388949117,142.74193548387098,90.09834599028852,0.0,0.0,0,0,186,309.8369397216935,184.38467613974328,54.38132523732202,38.0481693163747,16.33315592094732,9
IEEE-118_v118_core_b4l10_005,IEEE-118,500.0,106,False,40,4856.178941539066,-18.129802705061408,"{106: 150.0, 75: 125.0, 107: 125.0}",3,400.0,301.170965356691,158.42902987282002,142.74193548387098,47.39564961543188,0.0,0.0,0,0,186,459.8369397216934,309.83693972169334,54.381325237307465,38.04816931631649,16.333155920990976,9
IEEE-118_v118_core_b4l10_006,IEEE-118,0.0,106,True,40,4357.379043919073,-7.706053636582741,"{106: 100.0, 75: 125.0}",2,225.0,1.4936439979057443,1.4936439979057443,0.0,0.0,0.9408602150537636,0.9408602150537636,175,175,186,152.55318313873627,152.55318313873627,123.13800522209203,125.27289910665422,-2.1348938845621888,9
IEEE-118_v118_core_b4l10_006,IEEE-118,50.0,106,True,40,4407.379043919073,-16.539396612140674,"{106: 150.0, 75: 100.0, 107: 125.0}",3,375.0,1.5057793461996212,1.4936439979057443,0.0121353482938768,0.8059180997869839,0.935483870967742,0.9408602150537636,174,175,186,152.55318313873627,152.55318313873627,127.33282933858573,133.93225077650277,-6.599421437917044,9
IEEE-118_v118_core_b4l10_006,IEEE-118,100.0,106,True,40,4457.379043919073,-24.82408052352107,"{106: 150.0, 75: 100.0, 107: 125.0}",3,375.0,1.7745965505006964,1.4936439979057443,0.2809525525949521,15.831911344338089,0.935483870967742,0.9408602150537636,174,175,186,152.55318313873627,152.55318313873627,114.72303116632976,133.56053825007984,-18.837507083750097,9
IEEE-118_v118_core_b4l10_006,IEEE-118,200.0,106,False,40,4557.379043919073,-18.009311892618015,"{106: 150.0, 75: 100.0, 107: 125.0}",3,375.0,8.419288817964997,1.5057793461996205,6.913509471765376,82.11512422537871,0.0,0.935483870967742,0,174,186,152.55318313873627,152.55318313873627,50.84207586097182,140.0822576929786,-89.24018183200678,9
IEEE-118_v118_core_b4l10_006,IEEE-118,350.0,106,False,40,4707.379043919073,-18.009311892618015,"{106: 150.0, 75: 100.0, 107: 125.0}",3,375.0,151.16122430183597,8.419288817965024,142.74193548387095,94.43025891272649,0.0,0.0,0,0,186,302.2571747826611,152.55318313873627,50.84207586092816,47.67398522001167,3.168090640916489,9
IEEE-118_v118_core_b4l10_006,IEEE-118,500.0,106,False,40,4857.379043919073,-18.009311892618015,"{106: 150.0, 75: 100.0, 107: 125.0}",3,375.0,293.90315978570686,151.16122430183594,142.74193548387092,48.56767636930073,0.0,0.0,0,0,186,452.257174782661,302.257174782661,50.84207586095727,47.67398522004078,3.168090640916489,9
IEEE-118_v118_core_b4l10_007,IEEE-118,0.0,106,True,40,4174.978625498782,-8.231897035880378,"{106: 100.0, 75: 100.0}",2,200.0,1.4625067415858095,1.4625067415858095,0.0,0.0,0.946236559139785,0.946236559139785,176,176,186,155.095154911856,155.095154911856,105.95455530006438,122.46375979265576,-16.50920449259138,9
IEEE-118_v118_core_b4l10_007,IEEE-118,50.0,106,True,40,4224.978625498782,-16.73004582614688,"{106: 125.0, 75: 100.0, 107: 125.0}",3,350.0,1.4790823374622817,1.4625067415858095,0.0165755958764717,1.1206675555947152,0.9408602150537636,0.946236559139785,175,176,186,155.095154911856,155.095154911856,111.34785893079244,125.72682718960276,-14.378968258810346,9
IEEE-118_v118_core_b4l10_007,IEEE-118,100.0,106,True,40,4274.978625498782,-24.580663095351287,"{106: 150.0, 75: 75.0, 107: 125.0}",3,350.0,1.7478995417633567,1.4625067415858095,0.285392800177547,16.327757594674484,0.9408602150537636,0.946236559139785,175,176,186,155.095154911856,155.095154911856,99.40008484653664,127.22911099158227,-27.82902614504565,9
IEEE-118_v118_core_b4l10_007,IEEE-118,200.0,106,False,40,4374.978625498782,-17.826033855177307,"{106: 125.0, 75: 100.0, 107: 125.0}",3,350.0,9.174075383764404,1.6134909396128188,7.560584444151587,82.41249529660226,0.0,0.9408602150537636,0,175,186,155.095154911856,155.095154911856,32.746742637231364,125.3786777834539,-92.63193514622252,9
IEEE-118_v118_core_b4l10_007,IEEE-118,350.0,106,False,40,4524.978625498782,-17.826033855177307,"{106: 125.0, 75: 100.0, 107: 125.0}",3,350.0,151.91601086763538,32.964397964409564,118.95161290322582,78.30090602291322,0.0,0.0,0,0,186,303.0830608330237,178.08306083302375,32.74674263721681,47.15985909180017,-14.41311645458336,9
IEEE-118_v118_core_b4l10_007,IEEE-118,500.0,106,False,40,4674.978625498782,-17.826033855177307,"{106: 125.0, 75: 100.0, 107: 125.0}",3,350.0,294.6579463515063,175.7063334482806,118.95161290322574,40.369389108999215,0.0,0.0,0,0,186,453.0830608330238,328.0830608330237,32.74674263721681,47.15985909178562,-14.413116454568808,9
IEEE-118_v118_core_b4l10_008,IEEE-118,0.0,106,True,40,4244.332555980238,-7.2188036896407555,"{106: 100.0, 118: 75.0}",2,175.0,1.7038951830207296,1.7038951830207296,0.0,0.0,0.946236559139785,0.946236559139785,176,176,186,182.69560395552483,182.69560395552483,121.65351670299424,117.71396275977168,3.9395539432225632,9
IEEE-118_v118_core_b4l10_008,IEEE-118,50.0,106,True,40,4294.332555980238,-16.41708833518087,"{106: 150.0, 75: 125.0}",2,275.0,1.7760533532466127,1.7038951830207296,0.0721581702258831,4.062837982540248,0.9408602150537636,0.946236559139785,175,176,186,182.69560395552483,182.69560395552483,117.79081451953972,103.986141899637,13.804672619902703,9
IEEE-118_v118_core_b4l10_008,IEEE-118,100.0,106,True,40,4344.332555980238,-23.16174763392973,"{106: 125.0, 75: 75.0, 107: 100.0}",3,300.0,2.044870557547688,1.7038951830207296,0.3409753745269583,16.67466790347225,0.9408602150537636,0.946236559139785,175,176,186,182.69560395552483,182.69560395552483,103.48823530496156,118.63285624558192,-15.14462094062037,9
IEEE-118_v118_core_b4l10_008,IEEE-118,200.0,106,False,40,4444.332555980239,-16.905921356280274,"{106: 125.0, 75: 75.0, 107: 100.0}",3,300.0,19.25357948504512,1.9104619553971505,17.34311752964797,90.07736739611944,0.0,0.9408602150537636,0,175,186,182.69560395552483,182.69560395552483,41.560808456808445,119.39013820786204,-77.82932975105359,9
IEEE-118_v118_core_b4l10_008,IEEE-118,350.0,106,False,40,4594.332555980239,-16.905921356280274,"{106: 125.0, 75: 75.0, 107: 100.0}",3,300.0,161.99551496891607,43.043902065690254,118.95161290322582,73.42895445349238,0.0,0.0,0,0,186,313.4214196620142,188.42141966201424,41.560808456823,48.44537312480679,-6.884564667983796,9
IEEE-118_v118_core_b4l10_008,IEEE-118,500.0,106,False,40,4744.332555980239,-16.905921356280274,"{106: 125.0, 75: 75.0, 107: 100.0}",3,300.0,304.7374504527871,185.78583754956125,118.95161290322582,39.03413010986484,0.0,0.0,0,0,186,463.4214196620143,338.4214196620142,41.560808456808445,48.44537312480679,-6.884564667998347,9
IEEE-118_v118_core_b4l10_009,IEEE-118,0.0,106,True,40,4221.538574805057,-16.581638780949344,"{106: 150.0, 75: 125.0, 107: 125.0}",3,400.0,1.6752100506208776,1.6752100506208785,-8.881784197001252e-16,-5.3018928543972304e-14,0.9301075268817204,0.9301075268817204,173,173,186,151.9179037070257,151.9179037070257,104.27724132609728,119.57820921398525,-15.300967887887964,9
IEEE-118_v118_core_b4l10_009,IEEE-118,50.0,106,True,40,4271.538574805057,-16.581638780949344,"{106: 150.0, 75: 125.0, 107: 125.0}",3,400.0,1.7150753464963444,1.6752100506208778,0.0398652958754666,2.32440492815116,0.9247311827956988,0.9301075268817204,172,173,186,151.9179037070257,151.9179037070257,105.860164530779,113.84497161678884,-7.984807086009823,9
IEEE-118_v118_core_b4l10_009,IEEE-118,100.0,106,True,40,4321.538574805057,-25.20276055830289,"{106: 175.0, 75: 100.0, 107: 150.0}",3,425.0,1.9838925507974192,1.6752100506208785,0.3086825001765407,15.559436424743208,0.9247311827956988,0.9301075268817204,172,173,186,151.9179037070257,151.9179037070257,88.26664464552596,111.26458682507656,-22.99794217955059,9
IEEE-118_v118_core_b4l10_009,IEEE-118,200.0,106,False,40,4421.538574805056,-18.129802705061408,"{106: 150.0, 75: 125.0, 107: 125.0}",3,400.0,17.088813073548252,1.7150753464963449,15.373737727051909,89.96375383641414,0.0,0.9247311827956988,0,172,186,157.41494503283695,151.9179037070257,27.93771173102141,113.96938545659214,-86.03167372557073,9
IEEE-118_v118_core_b4l10_009,IEEE-118,350.0,106,False,40,4571.538574805056,-18.129802705061408,"{106: 150.0, 75: 125.0, 107: 125.0}",3,400.0,159.8307485574192,13.509055592621715,146.3216929647975,91.5478994407834,0.0,0.0,0,0,186,307.4149450328369,157.41494503283693,27.93771173102141,33.66204099472088,-5.724329263699474,9
IEEE-118_v118_core_b4l10_009,IEEE-118,500.0,106,False,40,4721.538574805057,-18.129802705061408,"{106: 150.0, 75: 125.0, 107: 125.0}",3,400.0,302.57268404129024,156.25099107649274,146.3216929647975,48.35918795129236,0.0,0.0,0,0,186,457.414945032837,307.4149450328369,27.93771173102141,33.66204099472088,-5.724329263699474,9
IEEE-57_v57_core_b4l10_000,IEEE-57,0.0,16,True,40,1397.4937828275677,-24.46029490999153,"{16: 175.0, 10: 100.0}",2,275.0,0.1403379039021261,0.1168683688380475,0.0234695350640785,16.72358957309678,0.95,0.9625,76,77,80,4.685637763540528,4.685637763540528,179.08526231077485,128.82177912957195,50.2634831812029,1
IEEE-57_v57_core_b4l10_000,IEEE-57,50.0,16,True,40,1447.4937828275677,-190.5000268200501,"{16: 150.0, 12: 75.0, 10: 75.0}",3,300.0,0.688330124604079,0.1167755204496176,0.5715546041544614,83.03495426460002,0.925,0.9625,74,77,80,22.17222246410308,4.685637763540524,94.320449527866,117.14073251412265,-22.820282986256643,1
IEEE-57_v57_core_b4l10_000,IEEE-57,100.0,16,False,40,1497.4937828275677,-24.46029490999153,"{16: 175.0, 10: 100.0}",2,275.0,4.381415612511552,0.1168683688380474,4.264547243673505,97.3326344913658,0.175,0.9625,14,77,80,72.17222246410311,4.68563776354052,-435.5872791359871,149.54839760822142,-585.1356767442085,1
IEEE-57_v57_core_b4l10_000,IEEE-57,200.0,16,False,40,1597.493782827568,-24.46029490999153,"{16: 175.0, 10: 100.0}",2,275.0,101.93627176023648,0.1361276617279664,101.8001440985085,99.86645807289464,0.0,0.9625,0,77,80,172.1722224641032,4.685637763540513,-237.1241591948492,83.14195182354888,-320.2661110183981,1
IEEE-57_v57_core_b4l10_000,IEEE-57,350.0,16,False,40,1747.4937828275677,-24.46029490999153,"{16: 175.0, 10: 100.0}",2,275.0,250.06127176023648,34.536107648703016,215.52516411153343,86.18894185189264,0.0,0.0125,0,1,80,322.1722224641028,146.19802632845125,-237.1241591948456,-333.7815621603186,96.657402965473,1
IEEE-57_v57_core_b4l10_000,IEEE-57,500.0,16,False,40,1897.493782827568,-24.46029490999153,"{16: 175.0, 10: 100.0}",2,275.0,398.1862717602364,182.57781571152927,215.60845604870715,54.14763675693306,0.0,0.0,0,0,80,472.1722224641029,296.19802632845125,-237.12415919484192,-327.23982748673734,90.11566829189542,1
IEEE-57_v57_core_b4l10_001,IEEE-57,0.0,16,True,40,1271.2933153036267,-24.124578397949804,"{16: 150.0, 12: 75.0}",2,225.0,0.1347718206424884,0.1560088496975681,-0.0212370290550796,-15.75776668582338,0.95,0.9375,76,75,80,5.515203957908309,5.515203957908309,59.97073759740306,112.84824666143504,-52.87750906403198,1
IEEE-57_v57_core_b4l10_001,IEEE-57,50.0,16,True,40,1321.2933153036267,-24.124578397949804,"{16: 150.0, 12: 75.0}",2,225.0,0.3202991999822727,0.1564959811878439,0.1638032187944287,51.14068933156705,0.9125,0.9375,73,75,80,13.389147694641338,5.515203957908309,81.3393470160081,109.85804943611038,-28.518702420102272,1
IEEE-57_v57_core_b4l10_001,IEEE-57,100.0,16,True,40,1371.2933153036267,-169.49094513733743,"{16: 125.0, 12: 75.0, 10: 50.0}",3,250.0,1.1114321861722678,0.1369101966571964,0.9745219895150712,87.68164190667267,0.9,0.95,72,76,80,63.38914769464134,5.515203957908302,65.82934875775027,69.96771770524356,-4.138368947493291,1
IEEE-57_v57_core_b4l10_001,IEEE-57,200.0,16,False,40,1471.2933153036267,-24.124578397949804,"{16: 150.0, 12: 75.0}",2,225.0,39.30867700314889,0.3019796063045127,39.00669739684437,99.23177367103878,0.0125,0.9375,1,75,80,163.38914769464134,13.389147694641338,-346.1526424159674,34.45372764550848,-380.6063700614759,1
IEEE-57_v57_core_b4l10_001,IEEE-57,350.0,16,False,40,1621.2933153036267,-24.124578397949804,"{16: 150.0, 12: 75.0}",2,225.0,187.3587965700837,4.53330444362486,182.82549212645884,97.58041547735436,0.0,0.75,0,60,80,313.38914769464134,163.38914769464134,-340.27154585396056,-307.33923559377945,-32.93231026018111,1
IEEE-57_v57_core_b4l10_001,IEEE-57,500.0,16,False,40,1771.2933153036267,-24.124578397949804,"{16: 150.0, 12: 75.0}",2,225.0,335.48379657008365,149.28939686426142,186.19439970582224,55.50026606633016,0.0,0.0,0,0,80,463.3891476946413,313.3891476946413,-340.27154585396056,-371.7552971867117,31.48375133275113,1
IEEE-57_v57_core_b4l10_002,IEEE-57,0.0,16,True,40,1225.5746497106222,-24.46029490999153,"{16: 175.0, 10: 100.0}",2,275.0,0.0752064269343666,0.0601449511007804,0.0150614758335862,20.026846703846896,0.9625,0.9625,77,77,80,3.882622785413236,3.882622785413236,75.32225796052444,97.59353283928068,-22.27127487875623,1
IEEE-57_v57_core_b4l10_002,IEEE-57,50.0,16,True,40,1275.5746497106225,-24.46029490999153,"{16: 175.0, 10: 100.0}",2,275.0,0.3124228241392705,0.0601449511007804,0.2522778730384901,80.74886133352112,0.95,0.9625,76,77,80,18.81218983752123,3.882622785413236,41.61937119898721,106.44190040060856,-64.82252920162136,1
IEEE-57_v57_core_b4l10_002,IEEE-57,100.0,16,True,40,1325.5746497106225,-169.94649759111613,"{16: 150.0, 12: 75.0, 10: 75.0}",3,300.0,0.9383640154249294,0.0616201987424617,0.8767438166824677,93.43323084330363,0.95,0.9625,76,77,80,68.81218983752123,3.882622785413236,113.35340599013944,122.06842757025332,-8.715021580113898,1
IEEE-57_v57_core_b4l10_002,IEEE-57,200.0,16,False,40,1425.5746497106225,-24.46029490999153,"{16: 175.0, 10: 100.0}",2,275.0,10.890259889734375,0.066892744328719,10.823367145405657,99.38575621696802,0.025,0.9625,2,77,80,168.81218983752123,3.882622785413236,-344.0796896455904,43.62658878054572,-387.7062784261361,1
IEEE-57_v57_core_b4l10_002,IEEE-57,350.0,16,False,40,1575.5746497106225,-24.46029490999153,"{16: 175.0, 10: 100.0}",2,275.0,158.81011057688073,2.405470072176148,156.4046405047046,98.48531679536131,0.0,0.925,0,74,80,318.81218983752126,143.81218983752126,-328.0323991937439,-54.82782054288327,-273.20457865086064,1
